sample_index,branch_local_index,branch,time_relative_to_bounce_Gyr,distance_to_bounce_Gyr,x_bounce_distance,scale_factor,ln_scale_factor,redshift_equivalent,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_classical_of_a,E_lqc_of_a,E2_lqc_of_a,rho_total_relative_to_rho_crit0,rho_over_rho_c,rho_c_relative_to_rho_crit0,lqc_correction_factor,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,effective_ricci_over_6H0sq,scale_factor_margin_component,density_to_bounce_margin_component,curvature_margin_component,boundary_margin_candidate,distance_from_bounce_log_a,is_exact_bounce
38,38,contraction,-5.0123233956531777e-61,5.0123233956531777e-61,0.73609432030473632,3.0002242854774832e-32,-72.584035928110055,3.3330841458769501e+31,-5.2851471626902723e+62,5.2851471626902723e+62,1.0665176020622087e+61,7.8505754938301874e+60,6.1631535584327086e+121,1.1374597955085237e+122,0.45816515161510829,2.4826414481738492e+122,0.54183484838489171,1.1693551184280976e+94,1.1374597955085349e+122,0.68411113820097691,1.0280408354172328e-28,1.0000000000000098,6.0143764280928422e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.0422888793305038e+122,3.0002242854774832e-32,0.54183484838489171,9.5942691112883472e-123,9.5942691112883472e-123,0.19513139170497518,no
39,39,contraction,-4.9256882640380519e-61,4.9256882640380519e-61,0.73018299713994761,2.9862000409734039e-32,-72.588721285978124,3.3487374800049651e+31,-5.2920627338869433e+62,5.2920627338869433e+62,1.0765586075676552e+61,7.8608479067055913e+60,6.1792929812357683e+121,1.1589784355280085e+122,0.46683279068772321,2.4826414481738492e+122,0.53316720931227679,1.1859077198055134e+94,1.1589784355280171e+122,0.68411113820097691,1.0232353626711238e-28,1.0000000000000075,5.9027080852398167e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.0820982748088623e+122,2.9862000409734039e-32,0.53316720931227679,9.2413048175003905e-123,9.2413048175003905e-123,0.19044603383690761,no
40,40,contraction,-4.8420918261119485e-61,4.8420918261119485e-61,0.72431914580125056,2.9727142943982896e-32,-72.593247536512891,3.3639290593259353e+31,-5.2973014068178486e+62,5.2973014068178486e+62,1.0863483997118104e+61,7.8686294492181409e+60,6.1915329409102976e+121,1.1801528455564114e+122,0.47536177502574672,2.4826414481738492e+122,0.52463822497425328,1.202120693011439e+94,1.1801528455564221e+122,0.68411113820097691,1.0186144087503091e-28,1.0000000000000091,5.7968011582299433e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.1219991029307624e+122,2.9727142943982896e-32,0.52463822497425328,8.9126630973938406e-123,8.9126630973938406e-123,0.18591978330213035,no
41,41,contraction,-4.7613523799338745e-61,4.7613523799338745e-61,0.71850238505854813,2.9597363124275968e-32,-72.597622795080994,3.3786793634321864e+31,-5.3009442238510999e+62,5.3009442238510999e+62,1.0958962232720015e+61,7.8740405019758826e+60,6.2000513826756614e+121,1.2009885321818366e+122,0.48375432266517782,2.4826414481738492e+122,0.51624567733482218,1.2180034684403641e+94,1.2009885321818375e+122,0.68411113820097691,1.0141674427378722e-28,1.0000000000000007,5.6962337263799827e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.1619667878285408e+122,2.9597363124275968e-32,0.51624567733482218,8.6060979580042828e-123,8.6060979580042828e-123,0.18154452473402427,no
42,42,contraction,-4.6833033310681992e-61,4.6833033310681992e-61,0.71273233674328162,2.9472377803093463e-32,-72.601854589761018,3.3930075363482839e+31,-5.303067730209389e+62,5.303067730209389e+62,1.1052108006640236e+61,7.8771947655118279e+60,6.2050197373806942e+121,1.2214909139044122e+122,0.49201261616046144,2.4826414481738492e+122,0.50798738383953856,1.2335650614257278e+94,1.2214909139043955e+122,0.68411113820097691,1.009884762452077e-28,0.99999999999998634,5.6006240440566395e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.2019778803326862e+122,2.9472377803093463e-32,0.50798738383953856,8.319620654942649e-123,8.319620654942649e-123,0.17731273005401074,no
43,43,contraction,-4.6077916090120687e-61,4.6077916090120687e-61,0.70700862572383061,2.9351925596614005e-32,-72.605949916619707,3.4069315033810202e+31,-5.3037443087960308e+62,5.3037443087960308e+62,1.1143003735732417e+61,7.8781997576356868e+60,6.2066031421211006e+121,1.2416653225454661e+122,0.50013880315210035,2.4826414481738492e+122,0.49986119684789965,1.2488141006961102e+94,1.2416653225454472e+122,0.68411113820097691,1.0057574114544721e-28,0.99999999999998479,5.5096258692198984e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.2420100166667121e+122,2.9351925596614005e-32,0.49986119684789965,8.0514648560064356e-123,8.0514648560064356e-123,0.17321740319531481,no
44,44,contraction,-4.5346762822209911e-61,4.5346762822209911e-61,0.70133087988112996,2.9235764755003561e-32,-72.60991528863299,3.4204680752496982e+31,-5.3030424824362714e+62,5.3030424824362714e+62,1.1231727403360954e+61,7.8771572623841361e+60,6.2049606536331138e+121,1.2615170046340938e+122,0.50813499692516007,2.4826414481738492e+122,0.49186500307483993,1.2637588541658872e+94,1.2615170046340947e+122,0.68411113820097691,1.0017771060743201e-28,1.0000000000000007,5.4229244289846501e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.2820418785415647e+122,2.9235764755003561e-32,0.49186500307483993,7.8000572113727505e-123,7.8000572113727505e-123,0.1692520311820343,no
45,45,contraction,-4.4638273429250024e-61,4.4638273429250024e-61,0.69569873008447536,2.9123671283995167e-32,-72.613756779108698,3.4336330411391066e+31,-5.3010271874301685e+62,5.3010271874301685e+62,1.1318352895945448e+61,7.8741637363571914e+60,6.2002454546962653e+121,1.2810511227715669e+122,0.51600327695884829,2.4826414481738492e+122,0.48399672304115171,1.278407252369786e+94,1.2810511227715577e+122,0.68411113820097691,9.9793617104361861e-29,0.99999999999999278,5.3402329231084518e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.3220531546038804e+122,2.9123671283995167e-32,0.48399672304115171,7.5639923895467324e-123,7.5639923895467324e-123,0.16541054070632585,no
46,46,contraction,-4.3951246376475545e-61,4.3951246376475545e-61,0.69011181016753043,2.9015437283263126e-32,-72.617480060336604,3.4464412520738623e+31,-5.2977600217670571e+62,5.2977600217670571e+62,1.1402950306714027e+61,7.869310677416813e+60,6.1926050537706259e+121,1.3002727569738951e+122,0.5237456894672945,2.4826414481738492e+122,0.4762543105327055,1.2927669098086156e+94,1.3002727569739068e+122,0.68411113820097691,9.9422748256085305e-29,1.0000000000000091,5.26128948354727e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.3620245031936663e+122,2.9015437283263126e-32,0.4762543105327055,7.3420118188417783e-123,7.3420118188417783e-123,0.16168725947842283,no
47,47,contraction,-4.3284569232000693e-61,4.3284569232000693e-61,0.6845697569045075,2.8910869472471783e-32,-72.621090438081467,3.4589066958092538e+31,-5.2932994708923883e+62,5.2932994708923883e+62,1.148558621052044e+61,7.86268496004174e+60,6.1821814780866589e+121,1.3191869059929728e+122,0.53136424793170356,2.4826414481738492e+122,0.46863575206829644,1.3068451444372682e+94,1.3191869059929915e+122,0.68411113820097691,9.9064441778520018e-29,1.0000000000000142,5.1858545221538235e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.4019375163686163e+122,2.8910869472471783e-32,0.46863575206829644,7.132985517002646e-123,7.132985517002646e-123,0.15807688173355655,no
48,48,contraction,-4.2637210311002675e-61,4.2637210311002675e-61,0.67907220998657025,2.8809787880313128e-32,-72.624592882444588,3.4710425642645559e+31,-5.2877011135303116e+62,5.2877011135303116e+62,1.1566323913052449e+61,7.8543691410570424e+60,6.1691114603989132e+121,1.3377984886164891e+122,0.53886093362395537,2.4826414481738492e+122,0.46113906637604463,1.3206489954967084e+94,1.3377984886165076e+122,0.68411113820097691,9.8718080991591172e-29,1.0000000000000138,5.1137084099150389e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.4417746851531983e+122,2.8809787880313128e-32,0.46113906637604463,6.9358965051723272e-123,6.9358965051723272e-123,0.15457443737044169,no
49,49,contraction,-4.2008211259820024e-61,4.2008211259820024e-61,0.67361881199839513,2.8712024675539318e-32,-72.627992055543018,3.4828613143813981e+31,-5.2810178097368859e+62,5.2810178097368859e+62,1.1645223677315727e+61,7.844441738969002e+60,6.1535266196079028e+121,1.3561123449471483e+122,0.54623769612187079,2.4826414481738492e+122,0.45376230387812921,1.3341852398652215e+94,1.3561123449471567e+122,0.68411113820097691,9.8383090813705312e-29,1.0000000000000062,5.0446494403650518e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.4815193659727174e+122,2.8712024675539318e-32,0.45376230387812921,6.7498273932007128e-123,6.7498273932007128e-123,0.15117526427200648,no
50,50,contraction,-4.1396680457390699e-61,4.1396680457390699e-61,0.6682092083949398,2.8617423122065735e-32,-72.631292336392505,3.4943747231697478e+31,-5.2732998730797266e+62,5.2732998730797266e+62,1.1722342929898274e+61,7.832977489721344e+60,6.1355536354481294e+121,1.3741332376613604e+122,0.55349645381620793,2.4826414481738492e+122,0.44650354618379207,1.3474604070826184e+94,1.374133237661381e+122,0.68411113820097691,9.8058934181365373e-29,1.0000000000000149,4.978492037389815e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5211557482330992e+122,2.8617423122065735e-32,0.44650354618379207,6.5739487962462201e-123,6.5739487962462201e-123,0.14787498342251815,no
51,51,contraction,-4.0801787129541908e-61,4.0801787129541908e-61,0.66284304747839706,2.8525836642793309e-32,-72.634497843326216,3.5055939376019575e+31,-5.2645952286014279e+62,5.2645952286014279e+62,1.1797736449199923e+61,7.8200475813346407e+60,6.1153144174337763e+121,1.3918658532478041e+122,0.5606390944095514,2.4826414481738492e+122,0.4393609055904486,1.3604807931820181e+94,1.3918658532477903e+122,0.68411113820097691,9.7745108841304523e-29,0.99999999999999012,4.9150651738790778e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5606688230088496e+122,2.8525836642793309e-32,0.4393609055904486,6.4075093015062395e-123,6.4075093015062395e-123,0.14466947648881137,no
52,52,contraction,-4.0222756086769649e-61,4.0222756086769649e-61,0.65751998037531711,2.8437127978954298e-32,-72.63761245423666,3.5165295199292922e+31,-5.2549495580200274e+62,5.2549495580200274e+62,1.1871456537536706e+61,7.8057198695875648e+60,6.0929262682474106e+121,1.4093148032262298e+122,0.56766747540724261,2.4826414481738492e+122,0.43233252459275739,1.3732524734482449e+94,1.409314803226212e+122,0.68411113820097691,9.7441144469962971e-29,0.99999999999998734,4.8542109728422414e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.6000443528029727e+122,2.8437127978954298e-32,0.43233252459275739,6.2498267516659187e-123,6.2498267516659187e-123,0.14155486557836638,no
53,53,contraction,-3.9658863008842602e-61,3.9658863008842602e-61,0.65223966101394348,2.8351168433614882e-32,-72.640639824889448,3.5271914889205722e+31,-5.2444064334444234e+62,5.2444064334444234e+62,1.1943553178793431e+61,7.7900590766382342e+60,6.068502041751374e+121,1.4264846253466667e+122,0.57458342460041611,2.4826414481738492e+122,0.42541657539958389,1.3857813142067215e+94,1.4264846253466632e+122,0.68411113820097691,9.7146600081297517e-29,0.99999999999999756,4.7957834668896138e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.6392688423430576e+122,2.8351168433614882e-32,0.42541657539958389,6.1002806505531394e-123,6.1002806505531394e-123,0.13852749492557143,no
54,54,contraction,-3.9109430210236691e-61,3.9109430210236691e-61,0.64700174610169503,2.8267837189497494e-32,-72.64358340552532,3.5375893574607667e+31,-5.2330074407313158e+62,5.2330074407313158e+62,1.2014074183096951e+61,7.7731269742590224e+60,6.0421502957953224e+121,1.4433797847695667e+122,0.58138874054135781,2.4826414481738492e+122,0.41861125945864219,1.3980729837361653e+94,1.4433797847695823e+122,0.68411113820097691,9.6861061689274341e-29,1.0000000000000109,4.7396474955494418e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.6783295103800741e+122,2.8267837189497494e-32,0.41861125945864219,5.9583055282960507e-123,5.9583055282960507e-123,0.13558391428970265,no
55,55,contraction,-3.8573822829448923e-61,3.8573822829448923e-61,0.64180589510286457,2.8187020692601879e-32,-72.646446455938772,3.5477321668922091e+31,-5.2207922934797058e+62,5.2207922934797058e+62,1.2083065319805856e+61,7.754982553164378e+60,6.0139754399883894e+121,1.4600046752269498e+122,0.58808519301121076,2.4826414481738492e+122,0.41191480698878924,1.4101329623866647e+94,1.4600046752269458e+122,0.68411113820097691,9.6584140195815956e-29,0.99999999999999722,4.6856777228787678e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.7172142624562201e+122,2.8187020692601879e-32,0.41191480698878924,5.8233851294109822e-123,5.8233851294109822e-123,0.13272086387624943,no
56,56,contraction,-3.8051445392875803e-61,3.8051445392875803e-61,0.63665177021646679,2.8108612094211068e-32,-72.649232059198241,3.5576285184352759e+31,-5.2077989385454132e+62,5.2077989385454132e+62,1.2150570439963196e+61,7.7356821797424438e+60,5.9840778785984805e+121,1.4763636201650744e+122,0.59467452348023908,2.4826414481738492e+122,0.40532547651976092,1.421966551976445e+94,1.4763636201650595e+122,0.68411113820097691,9.6315469478816664e-29,0.9999999999999899,4.6337577603306526e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.7559116646104468e+122,2.8108612094211068e-32,0.40532547651976092,5.6950473087827708e-123,5.6950473087827708e-123,0.12993526061678337,no
57,57,contraction,-3.7541738710460731e-61,3.7541738710460731e-61,0.63153903635428266,2.8032510744824259e-32,-72.651943134151864,3.5672866019845671e+31,-5.1940636538596704e+62,5.1940636538596704e+62,1.2216631589226083e+61,7.7152797413551303e+60,5.9525541487364882e+121,1.4924608738687662e+122,0.60115844556070397,2.4826414481738492e+122,0.39884155443929603,1.4335788845319139e+94,1.4924608738687594e+122,0.68411113820097691,9.6054704658071339e-29,0.99999999999999545,4.5837793819520363e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.794410917990232e+122,2.8032510744824259e-32,0.39884155443929603,5.5728595383270151e-123,5.5728595383270151e-123,0.1272241856631664,no
58,58,contraction,-3.7044177065856491e-61,3.7044177065856491e-61,0.6264673611190712,2.795862173436801e-32,-72.654582446845737,3.5767142225425026e+31,-5.1796211392497642e+62,5.1796211392497642e+62,1.2281289112173002e+61,7.6938267812434009e+60,5.9194970539778198e+121,1.5083006225677913e+122,0.60753864545250724,2.4826414481738492e+122,0.39246135454749276,1.4449749304293616e+94,1.5083006225677759e+122,0.68411113820097691,9.5801520519787262e-29,0.99999999999998979,4.5356418207685859e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.8327018343400121e+122,2.795862173436801e-32,0.39246135454749276,5.456424941922522e-123,5.456424941922522e-123,0.12458487296928233,no
59,59,contraction,-3.6558265668601649e-61,3.6558265668601649e-61,0.62143641478296519,2.7886855473739186e-32,-72.657152620966286,3.5859188245217948e+31,-5.1645046008846388e+62,5.1645046008846388e+62,1.2344581748789638e+61,7.6713726239630597e+60,5.8849957935689872e+121,1.5238869855255024e+122,0.61381678238169446,2.4826414481738492e+122,0.38618321761830554,1.4561595059902239e+94,1.5238869855255189e+122,0.68411113820097691,9.555561008273044e-29,1.0000000000000109,4.4892511367243271e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.8707748123372148e+122,2.7886855473739186e-32,0.38618321761830554,5.3453787885387992e-123,5.3453787885387992e-123,0.122014698848736,no
60,60,contraction,-3.6083538339878103e-61,3.6083538339878103e-61,0.61644587026602216,2.7817127313337707e-32,-72.659656147404874,3.5949075141217825e+31,-5.1487458299023775e+62,5.1487458299023775e+62,1.2406546723847564e+61,7.6479644921782777e+60,5.849136087361974e+121,1.5392240161101274e+122,0.61999448903196663,2.4826414481738492e+122,0.38000551096803337,1.4671372805761457e+94,1.539224016110107e+122,0.68411113820097691,9.5316683291093861e-29,0.99999999999998679,4.4445196478277312e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.9086208147478503e+122,2.7817127313337707e-32,0.38000551096803337,5.2393853837966814e-123,5.2393853837966814e-123,0.11951117241015867,no
61,61,contraction,-3.5619555406928204e-61,3.5619555406928204e-61,0.61149540311497597,2.7749357194761344e-32,-72.662095393032104,3.6036870799615668e+31,-5.132375275718872e+62,5.132375275718872e+62,1.2467219829813026e+61,7.6236476155545384e+60,5.8120002966150401e+121,1.5543157028488314e+122,0.62607337196925306,2.4826414481738492e+122,0.37392662803074694,1.477912783226336e+94,1.5543157028488343e+122,0.68411113820097691,9.5084465821038793e-29,1.000000000000002,4.4013654172514765e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.9462313463746564e+122,2.7749357194761344e-32,0.37392662803074694,5.1381353088508753e-123,5.1381353088508753e-123,0.11707192678292411,no
62,62,contraction,-3.5165901784221342e-61,3.5165901784221342e-61,0.60658469148212601,2.768346933229584e-32,-72.664472608758672,3.6122640121315612e+31,-5.1154221144656508e+62,5.1154221144656508e+62,1.2526635503857456e+61,7.59846533241642e+60,5.7736675407934182e+121,1.5691659704650215e+122,0.63205501205953407,2.4826414481738492e+122,0.36794498794046593,1.4884904088739169e+94,1.5691659704650057e+122,0.68411113820097691,9.4858697989276662e-29,0.9999999999999899,4.3597117900679492e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.9835984327713507e+122,2.768346933229584e-32,0.36794498794046593,5.0413429627632194e-123,5.0413429627632194e-123,0.11469471105635878,no
